region,dday,week,date,temp.avg,temp.low,temp.high,dtv,rainfall,wind,rel.hum,pressure,sunduration,temp.ground,co,no2,o3,so3,pm10,pm25,case,ma.case,total.case
daegu,152,23,2020-05-31,20.4,12.8,27,14.1,0,1.7,66.6,998.8,8.1,27.5,0.4,0.009,0.057,0.004,35.5,23.5,0,1,7964
daegu,153,23,2020-06-01,22,16.5,27.3,10.8,0,3,51.9,995.6,10.1,29,0.3,0.009,0.049,0.003,30,17,1,0.8,7965
daegu,154,23,2020-06-02,20.6,13.4,27,13.5,0,1.5,49.9,994.6,7.3,26.3,0.3,0.015,0.043,0.004,24.5,10,0,0.4,7965
daegu,155,23,2020-06-03,22.6,16,29.3,13.3,0,1.7,63.8,990.6,8.9,29.1,0.4,0.014,0.049,0.003,40.5,19.5,1,0.6,7966
daegu,156,23,2020-06-04,25.6,17.9,33.2,15.3,0,1.9,59.2,990.3,12.3,32.4,0.4,0.012,0.059,0.004,67,28.5,0,0.4,7966
daegu,157,23,2020-06-05,23.7,18.7,30.6,11.9,0,2.2,67.8,994.2,10,31.6,0.5,0.012,0.065,0.004,81.5,33.5,2,0.8,7968
daegu,158,23,2020-06-06,20.6,16,26.1,10.1,0,2.1,68.6,997.5,8.3,28.8,0.5,0.008,0.056,0.003,60,26,1,0.8,7969
daegu,159,24,2020-06-07,21.3,13.7,28.7,15,0,1.5,61.2,999.3,10.9,30.3,0.4,0.008,0.052,0.004,32,14.5,1,1,7970
daegu,160,24,2020-06-08,24.6,16.2,32.6,16.4,0,1.6,60.1,1001.2,12.7,32.9,0.4,0.015,0.059,0.004,48.5,23.5,0,0.8,7970
daegu,161,24,2020-06-09,26.4,18.5,34.8,16.3,0,1.6,57.8,1000.9,12.7,34.6,0.4,0.014,0.065,0.004,56.5,30.5,0,0.8,7970
daegu,162,24,2020-06-10,25.9,19.2,33.4,14.1,5.3,1.6,65.1,996.1,10.1,34.3,0.4,0.013,0.056,0.004,45,27,0,0.4,7970
daegu,163,24,2020-06-11,23.9,19.7,29.9,10.2,25.4,1.4,82.8,990.8,7.8,27.8,0.4,0.011,0.041,0.003,23,14.5,0,0.2,7970
daegu,164,24,2020-06-12,23.2,19.2,28.2,9,15,1.2,82,992.5,1.5,25.8,0.5,0.014,0.038,0.003,38.5,28,1,0.2,7971
daegu,165,24,2020-06-13,23.5,19,29,10.1,6.7,1.2,83.5,992.3,6.7,27.1,0.4,0.008,0.043,0.002,19,11,0,0.2,7971
daegu,166,25,2020-06-14,24.6,21.3,29.5,8.2,22.4,2.2,79.1,990.3,4.6,26.3,0.3,0.007,0.035,0.002,15.5,9,1,0.4,7972
daegu,167,25,2020-06-15,23.9,18,29.5,11.6,0,2.3,61.5,992.8,12.1,26.4,0.3,0.01,0.05,0.003,27.5,14,0,0.4,7972
daegu,168,25,2020-06-16,22.5,16.8,28.7,12,0,1.8,61.9,993.4,11.9,28.9,0.3,0.011,0.05,0.003,27,13.5,0,0.4,7972
daegu,169,25,2020-06-17,21.9,15.7,27.4,11.7,0,1.3,68,992.9,6.4,27.2,0.3,0.015,0.043,0.003,30.5,15.5,1,0.4,7973
daegu,170,25,2020-06-18,19.6,17.4,22.3,4.9,2.2,1.3,82.5,990.9,0,22.5,0.3,0.011,0.042,0.003,22.5,14.5,1,0.6,7974
daegu,171,25,2020-06-19,21.3,16.7,27.2,10.5,0.1,2,76.7,993.8,7.1,26.1,0.3,0.011,0.044,0.003,23,12.5,0,0.4,7974
daegu,172,25,2020-06-20,21.9,17.8,27.4,9.6,0.1,1.5,75.9,998.2,8.3,29,0.4,0.007,0.042,0.003,23,12,2,0.8,7976
daegu,173,26,2020-06-21,21.9,16.9,28,11.1,0,1.6,75,996.1,11.4,30.2,0.4,0.008,0.035,0.004,24,12.5,1,1,7977
daegu,174,26,2020-06-22,23.3,15.1,31.3,16.2,0,1.4,69.5,995.9,13,31.7,0.4,0.013,0.043,0.004,26.5,14,1,1,7978
daegu,175,26,2020-06-23,24,16.9,31.1,14.2,0,1.5,68.2,996.8,10.2,31.7,0.4,0.014,0.051,0.003,31,18.5,1,1,7979
daegu,176,26,2020-06-24,21.3,19,24.5,5.5,7.5,1.4,84.8,993.4,0.1,24.7,0.4,0.012,0.032,0.003,25.5,15.5,0,1,7979
daegu,177,26,2020-06-25,21.6,19.3,24.8,5.5,1.6,1,92.6,989.7,0.4,23.9,0.4,0.011,0.03,0.003,22.5,13.5,0,0.6,7979
daegu,178,26,2020-06-26,23.5,19.6,28.4,8.8,0,2.2,73.4,993,6.7,26.7,0.4,0.01,0.04,0.003,23.5,13,0,0.4,7979
daegu,179,26,2020-06-27,23.7,19.5,29.6,10.1,0,1.2,75.2,992.2,4.7,27.9,0.4,0.013,0.044,0.003,34,21,1,0.4,7980
daegu,180,27,2020-06-28,23.8,18.8,29.8,11.1,0.5,1.7,75.2,991.5,10.1,30.6,0.4,0.008,0.049,0.003,33.5,22,0,0.2,7980
daegu,181,27,2020-06-29,21.2,18.1,25.4,7.3,39.5,1.7,88.4,991,0.6,25,0.5,0.01,0.043,0.003,38.5,27.5,2,0.6,7982
daegu,182,27,2020-06-30,21.7,18.8,25.7,6.9,25.6,2.3,86.8,979.1,2.2,24.1,0.3,0.007,0.042,0.003,10.5,4.5,0,0.6,7982
daegu,183,27,2020-07-01,20.1,17,24.5,7.5,1.6,1.7,83.3,991.6,1.8,22.9,0.3,0.01,0.033,0.003,14,7,1,0.8,7983
daegu,184,27,2020-07-02,21.7,16,28.1,12,0,1.4,76.2,998.7,8.6,26.5,0.3,0.011,0.03,0.003,25.5,15.5,1,0.8,7984
daegu,185,27,2020-07-03,19.7,16.9,22.5,5.6,2.3,1.5,84.5,998.9,0.5,22.4,0.4,0.011,0.023,0.003,19.5,10.5,11,3,7995
daegu,186,27,2020-07-04,20.6,17.3,25,7.6,1.4,1.4,83.8,994.6,3.5,24.6,0.3,0.009,0.028,0.003,14.5,7.5,2,3,7997
daegu,187,28,2020-07-05,22,17.4,27.6,10.2,0,1.2,81.4,991.8,5.4,25.9,0.4,0.008,0.032,0.003,22.5,14,1,3.2,7998
daegu,188,28,2020-07-06,22.5,18.1,27.6,9.6,11.9,1.1,86.3,989,3,25.5,0.4,0.013,0.027,0.003,27.5,17.5,0,3,7998
daegu,189,28,2020-07-07,24.6,20.6,29.7,9,0.2,1.5,81.3,990.5,7.5,28.7,0.4,0.01,0.039,0.003,23.5,14.5,0,2.8,7998
daegu,190,28,2020-07-08,24,19.7,29.6,9.9,0,1.5,78.5,992,8.7,29.6,0.4,0.011,0.054,0.003,33,22,0,0.6,7998
daegu,191,28,2020-07-09,23.7,19.9,28.5,8.7,0,1.7,79.7,992.8,7.1,29.6,0.5,0.01,0.045,0.003,42,31,0,0.2,7998
daegu,192,28,2020-07-10,22.8,20.6,26.6,6,22.3,1.4,91.6,989.4,1.7,24.8,0.4,0.011,0.031,0.003,16,9.5,0,0,7998
daegu,193,28,2020-07-11,23.8,20.6,28.6,8,0,1.7,82.2,994.3,3.9,27.1,0.4,0.009,0.031,0.003,24,13.5,0,0,7998
daegu,194,29,2020-07-12,20,17.7,22.1,4.4,17.1,1.8,89.4,998.8,0.1,22.4,0.3,0.006,0.031,0.003,19,11.5,0,0,7998
daegu,195,29,2020-07-13,18.4,17.2,19.7,2.5,88.2,2.1,95.2,992.1,0,19.6,0.3,0.007,0.034,0.003,7.5,3.5,0,0,7998
daegu,196,29,2020-07-14,19.1,17.7,21.1,3.5,3.2,1.7,91.9,990.7,0,21.3,0.3,0.008,0.025,0.003,9.5,4,0,0,7998
daegu,197,29,2020-07-15,19.1,16.9,22.2,5.2,2.1,1.2,89.6,993.4,0.7,22,0.3,0.008,0.022,0.003,14,6.5,0,0,7998
daegu,198,29,2020-07-16,21,16.2,27.1,10.9,0,1.3,80.1,994.7,10.3,26.2,0.3,0.009,0.026,0.003,21,11,0,0,7998
daegu,199,29,2020-07-17,21.5,16.2,27.8,11.6,0,1.5,78.2,996.6,11.2,28,0.4,0.009,0.028,0.003,22,12.5,0,0,7998
daegu,200,29,2020-07-18,21,15.8,26.5,10.6,0,1.4,80.9,997.5,7.8,26.4,0.3,0.008,0.028,0.003,23,13.5,0,0,7998
daegu,201,30,2020-07-19,22.1,18.1,24.9,6.8,0.2,1.2,89.9,995.6,0.1,23.8,0.3,0.008,0.022,0.003,24,15.5,0,0,7998
daegu,202,30,2020-07-20,26.3,22.9,30.7,7.8,7.3,2.2,80.7,993.5,2.5,27.4,0.3,0.007,0.029,0.003,18,9,0,0,7998
daegu,203,30,2020-07-21,25.6,21.5,30.8,9.3,0.9,1.6,75,998.7,9.8,30.4,0.4,0.009,0.039,0.003,15,7.5,0,0,7998
daegu,204,30,2020-07-22,22.2,21,24.2,3.2,35.5,0.8,95.5,997.8,0.1,24.3,0.4,0.012,0.034,0.003,14,9,0,0,7998
daegu,205,30,2020-07-23,20.7,19.7,21.9,2.2,66,1.9,96,995.4,0,22.3,0.4,0.009,0.032,0.003,13,8,0,0,7998
daegu,206,30,2020-07-24,21,19.3,23.6,4.3,40,1.7,94.1,986.1,0.3,22.5,0.4,0.01,0.029,0.002,8.5,4,0,0,7998
daegu,207,30,2020-07-25,21.6,19.8,24.5,4.8,17.1,1.1,94.6,990,0.5,24.1,0.4,0.011,0.025,0.002,10,5,0,0,7998
daegu,208,31,2020-07-26,22.5,20.4,26.9,6.5,2.7,1.1,91.2,995.1,2.6,25.4,0.4,0.008,0.028,0.002,18,10,0,0,7998
daegu,209,31,2020-07-27,21.9,20.3,24.6,4.3,11,1.3,94.4,996.8,0,24,0.6,0.011,0.024,0.002,30.5,20.5,0,0,7998
daegu,210,31,2020-07-28,21.7,20.6,23.6,3.1,18.4,1.1,96.2,998.7,0,23.5,0.5,0.012,0.022,0.002,15,9,0,0,7998
daegu,211,31,2020-07-29,22.2,21,24.1,3.2,26,0.9,97.1,1000.7,0,23.7,0.6,0.016,0.01,0.002,19,12,0,0,7998
daegu,212,31,2020-07-30,22.4,20.9,25,4.1,37,1,88.3,929.6,0.5,23.6,0.4,0.015,0.017,0.002,16.5,9,0,0,7998
daegu,213,31,2020-07-31,25.5,20.9,30.9,10,0.1,1.4,85.5,1000.7,5.4,27.7,0.4,0.012,0.014,0.002,17.5,8.5,0,0,7998
